POLE_ID,P_ALIAS,P_NAME,P_NAME_POR,P_NAME_EN,SID,ALIAS,NAME,NAME_POR,NAME_EN,ROUTE_NOS,lng,lat
6,M10_1,台山街市,MERCADO TAMAG. BARBOSA,MERCADO TAMAG. BARBOSA,6,M10,台山街市,MERCADO TAMAG. BARBOSA,MERCADO TAMAG. BARBOSA,"1,101,1A,28B,7,9,9A,H2",113.54613360635307,22.21046376865187
465,M10_2,台山街市,MERCADO TAMAG. BARBOSA,MERCADO TAMAG. BARBOSA,6,M10,台山街市,MERCADO TAMAG. BARBOSA,MERCADO TAMAG. BARBOSA,"26,26A,32,33,4,8,8A,N1A,N2",113.54625163787468,22.210451816939944
466,M8_2,巴波沙/新城市,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,4,M8,巴波沙/新城市,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,101XS,113.54759802457501,22.212813229611143
4,M8_1,巴波沙/新城市,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,4,M8,巴波沙/新城市,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,AV. ARTUR DE TAMAGNINI BARBOSA / EDF. JARDIM CIDADE,"101,25,3",113.54759477402236,22.21277310253198
270,M225_1,看台街/騎士馬路,R. DA TRIBUNA/EST. DOS CAVALEIROS,R. DA TRIBUNA/EST. DOS CAVALEIROS,270,M225,看台街/騎士馬路,R. DA TRIBUNA/EST. DOS CAVALEIROS,R. DA TRIBUNA/EST. DOS CAVALEIROS,"1,101,28C,9A",113.54946742719201,22.21326886172917
46,M69_1,葡京酒店,HOTEL LISBOA,HOTEL LISBOA,46,M69,葡京酒店,HOTEL LISBOA,HOTEL LISBOA,"10,10B,12,23,32,5X,6B,H1,N1B,N2",113.54479782393666,22.189220374186895
469,M69_2,葡京酒店,HOTEL LISBOA,HOTEL LISBOA,46,M69,葡京酒店,HOTEL LISBOA,HOTEL LISBOA,"102,3,39,3A,50,50B,7,8,MT1,MT2,MT5",113.54485940867214,22.189245116197814
471,M254_2,友誼馬路/行車天橋,AV. AMIZADE/ VIADUTO,AV. AMIZADE/ VIADUTO,183,M254,友誼馬路/行車天橋,AV. AMIZADE/ VIADUTO,AV. AMIZADE/ VIADUTO,"10,102,10B,56",113.55480613047719,22.194802893110563
472,M222_2,看台街,RUA DA TRIBUNA,RUA DA TRIBUNA,161,M222,看台街,RUA DA TRIBUNA,RUA DA TRIBUNA,"30,34,51A,AP1",113.55028933830964,22.21318390631046
473,M220_2,祐漢街市,MERCADO IAO HON,MERCADO IAO HON,159,M220,祐漢街市,MERCADO IAO HON,MERCADO IAO HON,"10B,12,18,18B,19,2,3A,6A,7,N1A",113.55204183628742,22.211552634117616
159,M220_1,祐漢街市,MERCADO IAO HON,MERCADO IAO HON,159,M220,祐漢街市,MERCADO IAO HON,MERCADO IAO HON,"22,30,34",113.55191482331279,22.211568174844476
474,M219_2,勞動節大馬路,AV. 1º DE MAIO,AV. 1º DE MAIO,158,M219,勞動節大馬路,AV. 1º DE MAIO,AV. 1º DE MAIO,"10B,17S,18,18A,18B,27,3A",113.55525186163644,22.209677929703137
477,M61_2,二龍喉公園,JARDIM FLORA,FLORA GARDEN,362,M61,二龍喉公園,JARDIM FLORA,FLORA GARDEN,"18,18B,19,22,23,25,25B,32,56,H2",113.55070664425818,22.200926130698125
50,M73_2,得勝花園,JARDIM DA VITÓRIA,JARDIM DA VITÓRIA,50,M73,得勝花園,JARDIM DA VITÓRIA,JARDIM DA VITÓRIA,"18,18A,18B,19,2,4,9",113.54871386607412,22.199231918672822
478,M270_1,塔石體育館,PAVILHÃO POLIDESPORTIVO TAP SEAC,PAVILHÃO POLIDESPORTIVO TAP SEAC,328,M270,塔石體育館,PAVILHÃO POLIDESPORTIVO TAP SEAC,PAVILHÃO POLIDESPORTIVO TAP SEAC,"22,25,25B",113.54678665301053,22.197067665655137
479,M270_2,塔石體育館,PAVILHÃO POLIDESPORTIVO TAP SEAC,PAVILHÃO POLIDESPORTIVO TAP SEAC,328,M270,塔石體育館,PAVILHÃO POLIDESPORTIVO TAP SEAC,PAVILHÃO POLIDESPORTIVO TAP SEAC,"12,18,18B,2A,7,8,8A,9,9A,H2",113.54658300710078,22.196822182087246
480,M153_2,水坑尾/公共行政大樓,R. CAMPO/ EDF. ADMIN. PÚBLICA,R. CAMPO/ EDF. ADMIN. PÚBLICA,104,M153,水坑尾/公共行政大樓,R. CAMPO/ EDF. ADMIN. PÚBLICA,R. CAMPO/ EDF. ADMIN. PÚBLICA,"12,18,18B,22,25,25B",113.5438052883274,22.194203868467646
104,M153_1,水坑尾/公共行政大樓,R. CAMPO/ EDF. ADMIN. PÚBLICA,R. CAMPO/ EDF. ADMIN. PÚBLICA,104,M153,水坑尾/公共行政大樓,R. CAMPO/ EDF. ADMIN. PÚBLICA,R. CAMPO/ EDF. ADMIN. PÚBLICA,"2A,7,8,8A,9,9A,H1,H2",113.54375028405548,22.194134361505007
118,M168_1,八角亭,PRAIA GRANDE/ JARDIM S. FRANCISCO,PRAIA GRANDE/ JARDIM S. FRANCISCO,118,M168,八角亭,PRAIA GRANDE/ JARDIM S. FRANCISCO,PRAIA GRANDE/ JARDIM S. FRANCISCO,"12,28B,2A,6A,8,8A,9,9A,H1,H2",113.54395667603251,22.19232315993328
281,M199_1,南灣湖景大馬路,AVENIDA PANORÂMICA DO LAGO NAM VAN,AVENIDA PANORÂMICA DO LAGO NAM VAN,281,M199,南灣湖景大馬路,AVENIDA PANORÂMICA DO LAGO NAM VAN,AVENIDA PANORÂMICA DO LAGO NAM VAN,"18,18B,23,32,6B,9,9A,N2",113.53794185402298,22.186822580431844
127,M177_1,澳門旅遊塔,TORRE DE MACAU,TORRE DE MACAU,127,M177,澳門旅遊塔,TORRE DE MACAU,TORRE DE MACAU,"18,18B,23,26,32,60,65,9A",113.53774728078467,22.180394410398403
324,M182_1,旅遊塔/行車隧道,TORRE/ TÚNEL RODOVIÁRIOS,TORRE/ TÚNEL RODOVIÁRIOS,324,M182,旅遊塔/行車隧道,TORRE/ TÚNEL RODOVIÁRIOS,TORRE/ TÚNEL RODOVIÁRIOS,"26,60,65,N2",113.5369252554209,22.180161814226985
133,M187_1,區華利前地,PRAÇA JORGE ALVARES,PRAÇA JORGE ALVARES,133,M187,區華利前地,PRAÇA JORGE ALVARES,PRAÇA JORGE ALVARES,"18,18B,23,28B,32,6B,9,9A,N2",113.53919579527945,22.190390764023405
130,M180_1,風順堂街,RUA S. LOURENÇO,RUA S. LOURENÇO,130,M180,風順堂街,RUA S. LOURENÇO,RUA S. LOURENÇO,"16,18,28B,9",113.53654111839279,22.19047074362748
135,M191_1,亞婆井前地,LARGO DO LILAU,LARGO DO LILAU,135,M191,亞婆井前地,LARGO DO LILAU,LARGO DO LILAU,"18,28B",113.53509147729308,22.188676831646383
483,M190_1,河邊新街/媽閣,ALM. SÉRGIO/ BARRA,ALM. SÉRGIO/ BARRA,342,M190,河邊新街/媽閣,ALM. SÉRGIO/ BARRA,ALM. SÉRGIO/ BARRA,9,113.53237821665458,22.189087921176263
484,M185_2,凱泉灣總站,RIVIERA MACAU / TERMINAL,RIVIERA MACAU / TERMINAL,341,M185,凱泉灣總站,RIVIERA MACAU / TERMINAL,RIVIERA MACAU / TERMINAL,6B,113.53313428544494,22.19082372033357
377,M139_1,司打口,PRAÇA PONTE HORTA,PRAÇA PONTE HORTA,377,M139,司打口,PRAÇA PONTE HORTA,PRAÇA PONTE HORTA,"16S,55,71S,MT4,N3",113.53531192759364,22.193556861406066
485,M139_2,司打口,PRAÇA PONTE HORTA,PRAÇA PONTE HORTA,377,M139,司打口,PRAÇA PONTE HORTA,PRAÇA PONTE HORTA,"1,10,11,16,2,21A,26,5,60,61,65,6B",113.5353488710893,22.19362352187974
94,M136_1,粵通碼頭,PONTE CAIS N.14,PONTE CAIS N.14,94,M136,粵通碼頭,PONTE CAIS N.14,PONTE CAIS N.14,"1,10,16,16S,2,3A,5",113.53630197620419,22.19559508285238
486,M136_2,粵通碼頭,PONTE CAIS N.14,PONTE CAIS N.14,94,M136,粵通碼頭,PONTE CAIS N.14,PONTE CAIS N.14,"11,21A,26,MT4,N3",113.5362609275262,22.195493390932107
97,M141_1,營地大街,RUA DOS MERCADORES,RUA DOS MERCADORES,97,M141,營地大街,RUA DOS MERCADORES,RUA DOS MERCADORES,18,113.53997584655522,22.195140393103717
91,M133_1,草堆街,RUA DAS ESTALAGENS,RUA DAS ESTALAGENS,91,M133,草堆街,RUA DAS ESTALAGENS,RUA DAS ESTALAGENS,18,113.53917440065314,22.19630261249531
89,M131_1,十月初五街,R. CINCO OUTUBRO,R. CINCO OUTUBRO,89,M131,十月初五街,R. CINCO OUTUBRO,R. CINCO OUTUBRO,18,113.53780395730554,22.19796817562006
142,M200_1,沙欄仔,RUA DO TARRAFEIRO,RUA DO TARRAFEIRO,142,M200,沙欄仔,RUA DO TARRAFEIRO,RUA DO TARRAFEIRO,"18A,18B,19,26,8A",113.53743707114961,22.198822436572055
85,M124_1,白鴿巢總站,JARDIM CAMÕES/ TERMINAL,JARDIM CAMÕES/ TERMINAL,85,M124,白鴿巢總站,JARDIM CAMÕES/ TERMINAL,JARDIM CAMÕES/ TERMINAL,"17,17T",113.5394377929155,22.19931862057745
143,M201_1,白鴿巢前地,PRAÇA LUÍS CAMÕES,PRAÇA LUÍS CAMÕES,143,M201,白鴿巢前地,PRAÇA LUÍS CAMÕES,PRAÇA LUÍS CAMÕES,"18,18A,18B,19,26,8A",113.53947884517899,22.199211156838178
307,M272_1,愉景花園,SUNNY VIEW GARDEN,SUNNY VIEW GARDEN,307,M272,愉景花園,SUNNY VIEW GARDEN,SUNNY VIEW GARDEN,"22,25,25B,56,5X",113.54941955026848,22.204533850521187
70,M104_1,觀音堂,TEMPLO KUN IAM,TEMPLO KUN IAM,70,M104,觀音堂,TEMPLO KUN IAM,TEMPLO KUN IAM,"12,17,18,18B,23,28C",113.54983176730282,22.20419350232581
31,M46_1,鮑思高球場,COR. MESQUITA/ D. BOSCO,D. BOSCO COLLEGE SPORTS CENTRE,31,M46,鮑思高球場,COR. MESQUITA/ D. BOSCO,D. BOSCO COLLEGE SPORTS CENTRE,"12,17,22,23",113.55175144835353,22.202611043826302
273,M226_1,勞動節街/中葡職業技術學校,R. 1 DE MAIO/ESCOLA LUSO-CHINESA TÉCNICO-PROFISSIONAL,R. 1 DE MAIO/ESCOLA LUSO-CHINESA TÉCNICO-PROFISSIONAL,273,M226,勞動節街/中葡職業技術學校,R. 1 DE MAIO/ESCOLA LUSO-CHINESA TÉCNICO-PROFISSIONAL,R. 1 DE MAIO/ESCOLA LUSO-CHINESA TÉCNICO-PROFISSIONAL,"18A,2A,30X,3A",113.55430879514536,22.209837997937893
274,M236_1,黑沙環中街/黑沙環衛生中心,R. CENTRAL DA AREIA PRETA / CENTRO DE SAÚDE DA AREIA PRETA,R. CENTRAL DA AREIA PRETA / CENTRO DE SAÚDE DA AREIA PRETA,274,M236,黑沙環中街/黑沙環衛生中心,R. CENTRAL DA AREIA PRETA / CENTRO DE SAÚDE DA AREIA PRETA,R. CENTRAL DA AREIA PRETA / CENTRO DE SAÚDE DA AREIA PRETA,"17S,18A,27,2A,30X,3A,7",113.55505210920406,22.211757762629755
20,M26_1,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,20,M26,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,1A,113.54354715751799,22.208352228742054
494,M26_4,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,20,M26,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,33,113.54327009831341,22.20918410134005
22,M28_1,黑沙環馬路,EST. AREIA PRETA,EST. AREIA PRETA,22,M28,黑沙環馬路,EST. AREIA PRETA,EST. AREIA PRETA,"10,12,19,1A,2,22,6A,8",113.54977477035803,22.20806208143841
496,M28_2,黑沙環馬路,EST. AREIA PRETA,EST. AREIA PRETA,22,M28,黑沙環馬路,EST. AREIA PRETA,EST. AREIA PRETA,"28B,28C,29,34,H2",113.54974860428892,22.20814092825052
52,M76_1,盧廉若公園,JARDIM LOU LIM IOC,JARDIM LOU LIM IOC,52,M76,盧廉若公園,JARDIM LOU LIM IOC,JARDIM LOU LIM IOC,"12,2,22,28C,2A",113.54818210172739,22.200043617081356
498,M76_2,盧廉若公園,JARDIM LOU LIM IOC,JARDIM LOU LIM IOC,52,M76,盧廉若公園,JARDIM LOU LIM IOC,JARDIM LOU LIM IOC,"16,16S,25,25B,5,9,9A,N2",113.54829707932832,22.200194620542415
499,M203_2,媽閣廟站,TEMPLO Á MA,TEMPLO Á MA,145,M203,媽閣廟站,TEMPLO Á MA,TEMPLO Á MA,"16S,21A,26,28B,55,71S,MT4,N3",113.53104992730125,22.187004427422668
209,T324_1,澳門運動場,ESTÁDIO DE MACAU,ESTÁDIO DE MACAU,209,T324,澳門運動場,ESTÁDIO DE MACAU,ESTÁDIO DE MACAU,"102,35,37,MT1,MT3",113.55507130966839,22.155468312867182
506,T324_2,澳門運動場,ESTÁDIO DE MACAU,ESTÁDIO DE MACAU,209,T324,澳門運動場,ESTÁDIO DE MACAU,ESTÁDIO DE MACAU,"11,15,22,25B,26,26A,28A,30,33,34,72",113.55500052029826,22.155498425049398
215,T330_1,蘇利安圓形地,ROTUNDA LEONEL SOUSA,ROTUNDA LEONEL SOUSA,215,T330,蘇利安圓形地,ROTUNDA LEONEL SOUSA,ROTUNDA LEONEL SOUSA,"11,21A,22,25,25B,26A,28A,33,50,50B,H3,MT1,MT5,N2,N3",113.54983207017952,22.163924083658983
510,T335_2,海洋廣場,PLAZA OCEANO,PLAZA OCEANO,219,T335,海洋廣場,PLAZA OCEANO,PLAZA OCEANO,"11,15,34,36,71,MT2,MT4",113.54373035754845,22.160787405286168
219,T335_1,海洋廣場,PLAZA OCEANO,PLAZA OCEANO,219,T335,海洋廣場,PLAZA OCEANO,PLAZA OCEANO,"26,N5",113.54381244276298,22.160894441159602
511,T336_2,海洋花園瞭望台,TERRAÇO PANORÂMICO,TERRAÇO PANORÂMICO,220,T336,海洋花園瞭望台,TERRAÇO PANORÂMICO,TERRAÇO PANORÂMICO,15,113.54293680568736,22.161476500334032
512,T339_2,花城公園,JARDIM CIDADE DAS FLORES,JARDIM CIDADE DAS FLORES,223,T339,花城公園,JARDIM CIDADE DAS FLORES,JARDIM CIDADE DAS FLORES,"11,22,25B,26A,28A,33,MT1",113.55726002636007,22.156163188814727
517,T550_2,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,412,T550,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,72,113.54631974312305,22.135649976741128
518,T550_3,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,412,T550,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,701X,113.54666083697124,22.135756281572917
519,T550_4,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,412,T550,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,"73,N6",113.54632231394429,22.135757493273996
369,T408_1,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,"26,36,37,N2,N5",113.56106451688184,22.15894813019184
525,T408_2,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,"35,36,72",113.56118158361008,22.159040948841014
528,T408_5,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,"30,34",113.56116105358254,22.158830465735182
529,T408_6,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,"30X,51B,56,AP1,MT3,N2,N5",113.56127915923751,22.15892750669454
531,T408_8,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,MT5,113.56114875114493,22.158721219116607
532,T408_9,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,11,113.56127989140462,22.158708154745717
533,T408_10,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,369,T408,湖畔大廈,EDIFÍCIO DO LAGO,EDIFÍCIO DO LAGO,39,113.56139851667922,22.158805309327462
82,M121_1,連勝/鏡湖醫院,C. AMARAL / HOSPITAL KIANG WU,C. AMARAL / HOSPITAL KIANG WU,82,M121,連勝/鏡湖醫院,C. AMARAL / HOSPITAL KIANG WU,C. AMARAL / HOSPITAL KIANG WU,"17,17T,18,18A,18B,19,26,8A",113.54240817466477,22.1997294603594
272,M261_1,約翰四世大馬路/馬統領街,AV.D.JOÃO IV/ R. DO. COMANDANTE MATA E OLIVEIRA,AV.D.JOÃO IV/ R. DO. COMANDANTE MATA E OLIVEIRA,272,M261,約翰四世大馬路/馬統領街,AV.D.JOÃO IV/ R. DO. COMANDANTE MATA E OLIVEIRA,AV.D.JOÃO IV/ R. DO. COMANDANTE MATA E OLIVEIRA,"12,2A,7",113.54249500477616,22.191675945053547
25,M31_1,白朗古/跑狗場,GEN. C. BRANCO/ CANÍDROMO,GEN. C. BRANCO/ CANÍDROMO,25,M31,白朗古/跑狗場,GEN. C. BRANCO/ CANÍDROMO,GEN. C. BRANCO/ CANÍDROMO,"1,23,25B,33,5X,N1B",113.54503363374097,22.20919663765759
23,M29_1,慕拉士馬路,AV. VENCESLAU DE MORAIS,AV. VENCESLAU DE MORAIS,23,M29,慕拉士馬路,AV. VENCESLAU DE MORAIS,AV. VENCESLAU DE MORAIS,"10,1A,28B,29,H2",113.55026501424764,22.20854077693208
179,M250_1,新口岸/柏嘉街,NAPE/ RUA CIDADE DE BRAGA,NAPE/ RUA CIDADE DE BRAGA,179,M250,新口岸/柏嘉街,NAPE/ RUA CIDADE DE BRAGA,NAPE/ RUA CIDADE DE BRAGA,"17S,1A,23,50,N1A,N2",113.55021306983089,22.186929971487277
176,M243_1,何賢公園,JARDIM COMENDADOR HO YIN,JARDIM COMENDADOR HO YIN,176,M243,何賢公園,JARDIM COMENDADOR HO YIN,JARDIM COMENDADOR HO YIN,"23,25B,5X,65",113.54874351788219,22.192647791682433
24,M30_1,黑沙環第五街,RUA CINCO/AREIA PRETA,RUA CINCO/AREIA PRETA,24,M30,黑沙環第五街,RUA CINCO/AREIA PRETA,RUA CINCO/AREIA PRETA,"2,30,34,6A",113.55076444033773,22.208468696890204
153,M214_2,永寧廣場總站,AL. TRANQUILIDADE / TERMINAL,AL. TRANQUILIDADE / TERMINAL,153,M214,永寧廣場總站,AL. TRANQUILIDADE / TERMINAL,AL. TRANQUILIDADE / TERMINAL,"12,2",113.5535321168924,22.21278916119509
163,M224_1,永康街/麗華,RUA DA SAÚDE/ EDF. LAI WAH,RUA DA SAÚDE/ EDF. LAI WAH,163,M224,永康街/麗華,RUA DA SAÚDE/ EDF. LAI WAH,RUA DA SAÚDE/ EDF. LAI WAH,"10B,12,19,2,22,30,34,6A,7",113.55141195180771,22.210023162117803
117,M167_1,南灣大馬路/時代,PRAIA GRANDE/ SI TOI,PRAIA GRANDE/ SI TOI,117,M167,南灣大馬路/時代,PRAIA GRANDE/ SI TOI,PRAIA GRANDE/ SI TOI,"16,16S,2,28B,5,6A",113.54145260161246,22.192625118945298
303,M244_1,中心街,R.DIREITA DO HIPÓDROMO,R.DIREITA DO HIPÓDROMO,303,M244,中心街,R.DIREITA DO HIPÓDROMO,R.DIREITA DO HIPÓDROMO,"103,12,17S,19,2,27,28C,30,51A,6A,AP1",113.55208411774898,22.2123255055575
188,M265_1,漁人碼頭會展中心,CENTRO DE CONVENÇÕES E EXPOSIÇÕES DA DOCA DOS PESCADORES,FISHERMAN’S WHARF CONVENTION & EXHIBITION CENTRE,188,M265,漁人碼頭會展中心,CENTRO DE CONVENÇÕES E EXPOSIÇÕES DA DOCA DOS PESCADORES,FISHERMAN’S WHARF CONVENTION & EXHIBITION CENTRE,"12,17S,3A,3AX,60",113.55522323688568,22.194413096536888
187,M259_1,孫逸仙大馬路/金沙,AV. DR. SUN YAT-SEN/ SANDS,AV. DR. SUN YAT-SEN/ SANDS,187,M259,孫逸仙大馬路/金沙,AV. DR. SUN YAT-SEN/ SANDS,AV. DR. SUN YAT-SEN/ SANDS,"12,17,17S,3A,3AX,60,8",113.55575749051728,22.18995948318664
185,M257_1,新口岸/文化中心,NAPE / CENTRO  CULTURAL,NAPE / CENTRO  CULTURAL,185,M257,新口岸/文化中心,NAPE / CENTRO  CULTURAL,NAPE / CENTRO  CULTURAL,"12,17S,3A,3AX,5X,60,8,N2",113.55423754666117,22.187620629013956
180,M251_1,捐血中心,CENTRO TRANSFUSÕES SANGUE,CENTRO TRANSFUSÕES SANGUE,180,M251,捐血中心,CENTRO TRANSFUSÕES SANGUE,CENTRO TRANSFUSÕES SANGUE,"12,23,3A,3AX,50,5X,60,8,MT5",113.55042133065302,22.18888846285347
276,M263_1,仙德麗街,RUA CIDADE DE SINTRA,RUA CIDADE DE SINTRA,276,M263,仙德麗街,RUA CIDADE DE SINTRA,RUA CIDADE DE SINTRA,"102,12,23,39,3A,3AX,5X,7,8,MT5,N1A,N2",113.54628773869577,22.189193183060883
358,M138_1,司打口總站,PRAÇA PONTE HORTA/ TERMINAL,PRAÇA PONTE HORTA/ TERMINAL,358,M138,司打口總站,PRAÇA PONTE HORTA/ TERMINAL,PRAÇA PONTE HORTA/ TERMINAL,3A,113.53513124642765,22.193397526991415
110,M159_1,總統酒店,AV. AMIZADE/ HOTEL PRESIDENTE,AV. AMIZADE/ HOTEL PRESIDENTE,110,M159,總統酒店,AV. AMIZADE/ HOTEL PRESIDENTE,AV. AMIZADE/ HOTEL PRESIDENTE,"102,12,23,3A,65,8,MT1,MT2,MT5,N1B",113.54693505865482,22.190106515877172
277,M262_1,城市日大馬路/波爾圖街,AV.24 DE JUNHO/R.DO.PORTO,AV.24 DE JUNHO/R.DO.PORTO,277,M262,城市日大馬路/波爾圖街,AV.24 DE JUNHO/R.DO.PORTO,AV.24 DE JUNHO/R.DO.PORTO,"12,23,29,39,3A,3AX,50,50B,60,65,7,8,MT1,MT2,MT5",113.54865708729034,22.187445871583307
278,M255_1,馬六甲街,RUA DE MALACA,RUA DE MALACA,278,M255,馬六甲街,RUA DE MALACA,RUA DE MALACA,"12,3A,60",113.5546595892078,22.195525298649557
283,M242_1,友誼馬路/海港街,AV. AMIZADE / R. TERMINAL MARÍTIMO,AV. AMIZADE / R. TERMINAL MARÍTIMO,283,M242,友誼馬路/海港街,AV. AMIZADE / R. TERMINAL MARÍTIMO,AV. AMIZADE / R. TERMINAL MARÍTIMO,"102,17,17S,N1B",113.55563966610198,22.19606058762407
44,M62_1,回力,JAI ALAI,JAI ALAI,44,M62,回力,JAI ALAI,JAI ALAI,"10B,29",113.55521874014597,22.195964371247648
536,M62_2,回力,JAI ALAI,JAI ALAI,44,M62,回力,JAI ALAI,JAI ALAI,8,113.5553521761568,22.19613829366624
42,M64_1,黑沙環新街/南華,R. NOVA AREIA PRETA/ NAM WA,R. NOVA AREIA PRETA/ NAM WA,42,M64,黑沙環新街/南華,R. NOVA AREIA PRETA/ NAM WA,R. NOVA AREIA PRETA/ NAM WA,"103,25AX,30,30X,3A,3AX,AP1,N1B",113.5571019493966,22.20634883851285
10,M14_1,蓮峰游泳池,PISCINA LIM FUNG,LIN FUNG SWIMMING POOL,10,M14,蓮峰游泳池,PISCINA LIM FUNG,LIN FUNG SWIMMING POOL,"25,26A,3,33,5",113.54606839379527,22.207814971964083
282,M97_1,雅廉訪/俾利喇,OUVIDOR ARRIAGA / XAVIER PEREIRA,OUVIDOR ARRIAGA / XAVIER PEREIRA,282,M97,雅廉訪/俾利喇,OUVIDOR ARRIAGA / XAVIER PEREIRA,OUVIDOR ARRIAGA / XAVIER PEREIRA,"16,16S,65",113.54823439624502,22.20355728773079
61,M90_1,雅廉花園,EDF. NGA LIM,EDF. NGA LIM,61,M90,雅廉花園,EDF. NGA LIM,EDF. NGA LIM,"19,4,8A",113.54881831443765,22.20318344224491
306,M271_1,市政狗房,CANIL MUNICIPAL,CANIL MUNICIPAL,306,M271,市政狗房,CANIL MUNICIPAL,CANIL MUNICIPAL,"23,25,25B,5X",113.54650563845529,22.206914133116598
71,M105_1,望廈炮台,FORTE MONG-HÁ,FORTE MONG-HÁ,71,M105,望廈炮台,FORTE MONG-HÁ,FORTE MONG-HÁ,"17,23,25,25B,5X",113.54799280627483,22.205705125858337
43,M66_1,水塘馬路,EST. DO RESERVATÓRIO,EST. DO RESERVATÓRIO,43,M66,水塘馬路,EST. DO RESERVATÓRIO,EST. DO RESERVATÓRIO,32,113.55466724573891,22.199755976577624
80,M117_1,羅理基/馬六甲街,AV. R. RODRIGUES / RUA MALACA,AV. R. RODRIGUES / RUA MALACA,80,M117,羅理基/馬六甲街,AV. R. RODRIGUES / RUA MALACA,AV. R. RODRIGUES / RUA MALACA,"23,28C,56,5X,65,H3,N2",113.55274598211177,22.196252845098716
56,M84_1,高士德/培正,HORTA E COSTA/ ESC. PUI CHING,HORTA E COSTA/ ESC. PUI CHING,56,M84,高士德/培正,HORTA E COSTA/ ESC. PUI CHING,HORTA E COSTA/ ESC. PUI CHING,"25,25B,28C,5,9,9A",113.54840857972106,22.20163166163137
65,M96_1,連勝馬路/高士德,EST. C. AMARAL/ HORTA E COSTA,EST. C. AMARAL/ HORTA E COSTA,65,M96,連勝馬路/高士德,EST. C. AMARAL/ HORTA E COSTA,EST. C. AMARAL/ HORTA E COSTA,"17,18B,19,7",113.5451171717226,22.203625053366167
63,M94_1,沙梨頭南街/蘭花前地,RUA SUL DO PATANE/ PRAÇA DAS ORQUIDEAS,RUA SUL DO PATANE/ PRAÇA DAS ORQUIDEAS,63,M94,沙梨頭南街/蘭花前地,RUA SUL DO PATANE/ PRAÇA DAS ORQUIDEAS,RUA SUL DO PATANE/ PRAÇA DAS ORQUIDEAS,"23,26,32,5X,8A,N2",113.54316108875501,22.2062193727037
539,M95_2,沙梨頭北街/筷子基北灣,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,64,M95,沙梨頭北街/筷子基北灣,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,"5X,8A",113.54176462806583,22.20885840476859
340,M162_1,中華廣場,CHINA PLAZA,CHINA PLAZA,340,M162,中華廣場,CHINA PLAZA,CHINA PLAZA,"10B,28B",113.54263882885036,22.192711285500256
