NETWORK_ID,ROUTE_NOS,lng,lat
11914,"50,N5",,
11909,"50,N5",,
11917,"102,52,55,71,73,H3,N6",,
11920,"102,52,55,71,73,H3,N6",,
11923,"102,52,55,71,71S,73,H3,N6",,
11925,"102,52,55,71,71S,73,H3,N6",,
11928,"21AT,26,71,73,MT4,N2,N3",,
11932,"21AT,26,71,73,MT4,N2,N3",,
11929,"21AT,26,71,73,MT4,N2,N3",,
11931,"21AT,26,71,73,MT4,N2,N3",,
11933,"71,71S,72,73,N6",,
11934,"71,71S,72,73,N6",,
11935,"71,71S,72,73,N6",,
11936,"71,71S,72,73,N6",,
7128,"21A,25,26,26A,50,59,N3",,
11937,"21A,25,26,26A,50,59,N3",,
7094,"21A,25,26,26A,50,59,N3",,
11940,"21A,25,26,26A,50,59,N3",,
9960,"15,21A",,
9963,"15,21A",,
9961,"15,21A",,
9956,"15,21A",,
9969,"15,21A",,
9966,21A,,
11956,"21A,25,26,26A,50,59,N3",,
11955,"21A,25,26,26A,50,59,N3",,
11959,"21A,25,26,26A,50,59,N3",,
11958,"21A,25,26,26A,50,59,N3",,
11407,"16,16S,18,65,9",,
11428,18,,
11413,"16,16S,65,9",,
11415,"16,16S,65",,
11853,"16,16S,65",,
11420,"16,16S,65",,
11852,"16,16S,65",,
12015,"16,16S,18,65,9",,
12017,"16,16S,18,65,9",,
11839,18,,
12009,18,,
12008,18,,
12024,"16,16S,18,65,9",,
12020,"16,16S,18,65,9",,
12023,"16,16S,18,65,9",,
12004,"16,16S,65",,
12006,9,,
12012,9,,
12011,9,,
11421,"16,16S,65",,
12003,"16,16S,65",,
11425,9,,
11848,9,,
11847,9,,
12028,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
12031,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
12033,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
12036,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
12037,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
11864,"17,17T",,
11859,"17,17T",,
11860,"17,17T",,
12052,4,,
12067,"26,8A",,
12069,"17T,1A,26A,32,N1A,N1B",,
12066,"26A,N1A,N1B",,
12077,"1A,23,32",,
12080,"1,16,16S,25B,4,65,7,9,9A,N1A",,
12079,"1,16,16S,25B,4,65,7,9,9A,N1A",,
12087,"27,29,9A,AP1",,
12105,"16,16S,5X,N1A",,
12104,"30,34",,
12111,"16,16S,25B,30,34,5X,65,N1A",,
12112,"16,16S,30,34,5X,N1A",,
12113,"5X,N1A",,
12116,"16,16S,30,34,5X",,
12118,"16,16S,25B,30,5X,65,N1A",,
12119,"16,16S,25B,5X,65,N1A",,
12120,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
12139,"15T,52,55,56,N5",,
12142,"15T,52,55,56,N5",,
12145,"15T,52,55,56,N5",,
12144,"15T,25AX,51,51A,51B,52,55,56,H3,N5",,
12141,"25AX,51,51A,51B,H3",,
12140,"15T,52,55,56,N5",,
12148,"15T,25AX,51,51A,51B,52,55,56,H3,N5",,
12153,"15T,25AX,51,51A,51B,H3",,
12154,"15T,25AX,51,51A,51B,H3",,
12156,"52,55,56,N5",,
12157,"52,55,56,N5",,
12160,"52,55,56,N5",,
12159,"52,55,56,N5",,
12162,"15T,25AX,51,51A,51B,H3",,
12161,"15T,25AX,51,51A,51B,H3",,
12170,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
6148,35,,
12174,35,,
12183,"30,30X,36,37,MT2,MT5",,
12194,"11,15,26,34,35,36,MT2,MT4,N5",,
12182,"30,30X,36,37,MT2,MT5",,
11464,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12186,"30,36",,
12189,35,,
12185,"30,36",,
11395,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
11396,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
11394,"11,15,22,26,28A,33,34,35,MT2,MT4,N5",,
12204,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12203,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12206,"15,22,26,28A,30,33,34,52,MT4,N5",,
12209,"15,22,26,28A,30,33,34,52,MT4,N5",,
12213,"11,15,22,26,28A,30,33,34,35,36,MT2,MT4,N5",,
12215,"11,15,22,26,28A,30,33,34,35,36,MT2,MT4,N5",,
12218,N3,,
11875,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
12255,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
12256,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
12250,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
12252,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
12258,37,,
12259,37,,
10822,37,,
10819,37,,
10834,37,,
10809,37,,
12264,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
12171,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
12262,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
12265,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
12271,"21A,26A,N3",,
12270,"21A,26A,N3",,
12276,15T,,
12286,15T,,
12289,15T,,
12291,15T,,
12279,"15T,21A,26A,N3",,
12294,15T,,
12295,15T,,
8422,"11,15,22,26,28A,30,30X,33,34,35,36,37,MT2,MT4,MT5,N5",,
8643,"11,15,22,26,28A,30,30X,33,34,35,36,37,MT2,MT4,MT5,N5",,
11461,"11,15,22,26,28A,30,30X,33,34,35,36,37,MT2,MT4,MT5,N5",,
11462,"11,15,22,26,28A,30,30X,33,34,35,36,37,MT2,MT4,MT5,N5",,
10999,"103,26,51A,AP1,MT4",,
11000,"103,26,51A,AP1,MT4",,
12298,"26,36,51A,MT1,N2",,
12297,"26,36,51A,MT1,N2",,
10945,"103,26,36,51A,AP1,MT1,MT4,N2",,
10995,"103,26,51A,AP1,MT4",,
11002,"26,36,51A,MT1,N2",,
11003,"26,36,51A,MT1,N2",,
12306,"17,19,28C,30,51A,6A",,
12308,"18B,21AT,26,60,65,6B,N2",,
12307,"18B,21AT,26,60,65,6B,N2",,
12200,"11,15,22,26,28A,33,34,35,MT2,MT4,N5",,
8842,"30,36",,
12201,"11,15,22,26,28A,33,34,35,MT2,MT4,N5",,
12216,"11,15,22,26,28A,30,33,34,35,36,MT2,MT4,N5",,
12317,"39,72",,
12318,"39,72",,
12322,"21AT,26AT,52,55,71,71S,73",,
12321,"21AT,26AT,52,55,71,71S,73",,
12341,"21AT,25B,26A,26AT,35,71S,72,MT1,MT3",,
12343,"35,50B,51,59,MT4,N5",,
12347,"15,15T,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
12348,"15,15T,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
12349,"1,16,16S,17,26,26A,28C,3,32,33,3X,4,5,65,8,8A,9,9A,N1B,N2",,
12350,"1,16,16S,17,26,26A,28C,3,32,33,3X,4,5,65,8,8A,9,9A,N1B,N2",,
12352,"1,16,16S,26,26A,28C,3,32,33,3X,5,65,8,9,9A,N1B,N2",,
12354,"1,16,16S,26,26A,28C,3,32,33,3X,5,65,8,9,9A,N1B,N2",,
12353,"1,16,16S,26,26A,28C,3,32,33,3X,5,65,8,9,9A,N1B,N2",,
12356,23,,
12357,"1A,23,32",,
12359,"17T,1A,32",,
12355,"1A,32",,
12361,"15,21A",,
12363,"15,21A",,
12368,"51,59,MT4,N5,N6",,
12367,"51,59,MT4,N5,N6",,
12370,"35,50B,51,59,MT4,N5",,
12369,"35,50B,51,59,MT4,N5",,
12371,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12374,"1,101,1A,26A,27,28B,33,8,H2,N1B",,
12373,"1,101,1A,26A,27,28B,33,8,H2,N1B",,
12375,"1,101,101XS,26A,3,33,3X,4,61,6A,71S,MT4,N1A",,
12376,"1,101,101XS,26A,3,33,3X,4,61,6A,71S,MT4,N1A",,
12377,"10,10B,1A,23,28A,28B,28C,29,3,32",,
12378,"10,10B,1A,23,28A,28B,28C,29,3,32",,
12379,"10,10B,22,25,25B,28A,28B,28C,29,3,32,3AX,50,5X,8,N2",,
12380,"10,10B,22,25,25B,28A,28B,28C,29,3,32,3AX,50,5X,8,N2",,
12382,"10,10B,22,25,25B,28A,28B,28C,29,3,32,3AX,50,5X,8,N2",,
12381,"10,10B,22,25,25B,28A,28B,28C,29,3,32,3AX,50,5X,8,N2",,
12384,"28C,6A,H1",,
12383,"28C,6A,H1",,
12386,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
12385,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
12387,"26,36,51,51A,59,AP1",,
12390,"50,N5",,
12389,"50,N5",,
12392,50,,
12393,"50,701X,N5",,
12396,50,,
12400,"21AT,51A,701X,71S,72",,
12401,"51A,72",,
12404,"23,27",,
12403,"23,27",,
12406,"25AX,39,50,50B,52,6B,71,73,MT1,MT2,MT5,N2,N3,N5",,
12407,"25AX,39,50,50B,52,6B,71,73,MT1,MT2,MT5,N2,N3,N5",,
12410,34,,
12412,34,,
12413,34,,
12414,"16,16S,5X",,
12417,"16,16S,5X",,
12416,"16,16S,5X",,
12419,30,,
12420,30,,
12421,30,,
12422,"16,16S,18,25B,29,34,65,9A,AP1",,
12423,"16,16S,18,25B,29,34,65,9A,AP1",,
12425,"16,16S,18,25B,29,34,65,9A,AP1",,
12424,"16,16S,18,25B,29,34,65,9A,AP1",,
12426,"16,16S,18,25B,29,34,65,9A,AP1",,
12427,"16,16S,18,25B,29,34,65,9A,AP1",,
12429,27,,
12432,"16,16S,25B,30,34,65",,
12428,"30,65",,
12442,"18,18B,21AT,6B,N2",,
12445,"18,18B,21AT,6B,N2",,
12452,"18,23,32,9A,N2",,
12453,"18,23,32,9A,N2",,
12458,"23,27",,
12459,"23,27",,
12464,"101,1A,23,26A,27,28B,8,H2,N1B",,
12469,35,,
12470,"11,15,22,26,28A,30,33,34,35,36,MT2,MT4,N5",,
12472,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12473,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12475,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12480,"11,15,22,26,28A,30,33,34,36,MT2,MT4,N5",,
12482,"11,15,22,26,28A,30,33,34,36,MT2,MT4,N5",,
12483,"11,15,22,26,28A,30,33,34,36,MT2,MT4,N5",,
12484,"11,15,22,26,28A,30,33,34,36,MT2,MT4,N5",,
12487,"11,15,22,26,28A,30,33,34,36,MT2,MT4,N5",,
12488,35,,
12489,"11,15,26,34,35,36,MT2,MT4,N5",,
12491,"15,26,34,35,36,52,MT2,MT4,N5",,
12494,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
12493,"22,28A,30,33",,
12490,"15,26,34,35,36,52,MT2,MT4,N5",,
12485,"11,15,26,34,36,MT2,MT4,N5",,
12497,"27,29,8A,H2,N1A,N1B,N2",,
12498,H2,,
12499,"27,29,8A,H2,N1A,N1B,N2",,
12495,"27,29,8A,N1A,N1B,N2",,
12506,"21AT,25B,25BS,26A,26AT,30X,35,MT1,MT3",,
12508,71S,,
12507,71S,,
12510,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,61,71S,MT4,N3",,
12509,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,61,71S,MT4,N3",,
12515,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12516,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12518,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12519,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12520,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12526,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12525,"12,16,16S,2,22,25,25B,2A,5,7,8,9,9A,N2",,
12529,"50,N6",,
12530,"50,N6",,
12535,"25B,35,50,51,59,H3,MT4,N5",,
12547,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,9,9A,N1A,N1B,N2",,
12549,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,H1,MT5,N2,N5",,
12545,"8A,N3",,
12551,"101,101XS,11,21A,21AT,26A,33,3A,3X,8A,N1A,N3",,
12552,"101,101XS,11,21A,21AT,26A,33,3A,8A,N1A,N3",,
12553,"12,2A,3X,7",,
12554,"12,2A,7",,
12550,3X,,
12557,"17S,1A,50",,
12559,"23,39,50,60,MT5",,
12558,"23,50,60,MT5",,
12555,39,,
12560,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,8A,9,9A,N1A,N1B,N2,N3",,
12561,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,8A,9,9A,N1A,N1B,N2,N3",,
12563,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,8A,9,9A,N1A,N1B,N2,N3",,
12562,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,8A,9,9A,N1A,N1B,N2,N3",,
12564,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,8A,9,9A,N1A,N1B,N2,N3",,
12565,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,8A,9,9A,N1A,N1B,N2,N3",,
12566,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12567,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12568,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12569,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12570,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12571,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12573,"25AX,39,50,50B,52,6B,71,73,MT1,MT2,MT5,N2,N3,N5",,
12572,"25AX,39,50,50B,52,6B,71,73,MT1,MT2,MT5,N2,N3,N5",,
12574,"25AX,39,50,50B,52,6B,71,73,MT1,MT2,MT5,N2,N3,N5",,
12575,"25AX,39,50,50B,52,6B,71,73,MT1,MT2,MT5,N2,N3,N5",,
12582,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12585,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12587,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12586,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12589,"11,25,25AX,25B,MT1,MT2",,
12588,"11,25,25AX,25B,MT1,MT2",,
12590,"11,25,25AX,25B,MT1,MT2",,
12591,"11,25,25AX,25B,MT1,MT2",,
12592,"11,25,25AX,25B,MT1,MT2",,
12593,"11,25,25AX,25B,MT1,MT2",,
12595,"101,21A,21AT,23,26A,26AT,32,3X,6B,9,9A,H3,N1B,N2,N3",,
12596,"101,21A,21AT,23,26A,26AT,32,3X,6B,9,9A,H3,N1B,N2,N3",,
12597,"101,21A,21AT,23,26A,26AT,32,3X,6B,9,9A,H3,N1B,N2,N3",,
12598,"101XS,102,11,21A,21AT,22,23,25,25AX,25B,26A,28A,29,2AS,33,39,3A,3AX,3BX,50,50B,52,7,71,73,H3,MT1,MT2,MT5,N1A,N2,N5",,
12599,"101XS,102,11,21A,21AT,22,23,25,25AX,25B,26A,28A,29,2AS,33,39,3A,3AX,3BX,50,50B,52,7,71,73,H3,MT1,MT2,MT5,N1A,N2,N5",,
12601,"102,11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,39,50,50B,73,H3,MT1,MT2,MT5",,
12600,"102,11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,39,50,50B,73,H3,MT1,MT2,MT5",,
12603,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12604,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12606,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12605,"22,28A,29,33,39,3A,50,50B,52,6B,71,73,8A,H1,MT5,N2,N3,N5",,
12611,"102,11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,39,50,50B,73,H3,MT1,MT2,MT5",,
12612,"102,11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,39,50,50B,73,H3,MT1,MT2,MT5",,
12613,"22,23,28A,29,32,33,39,3A,3BX,3X,50,50B,52,6B,71,73,9,9A,H1,MT5,N1B,N2,N5",,
12614,"22,23,28A,29,32,33,39,3A,3BX,3X,50,50B,52,6B,71,73,9,9A,H1,MT5,N1B,N2,N5",,
12615,"102,11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,39,50,50B,73,H3,MT1,MT2,MT5",,
12616,"102,11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,39,50,50B,73,H3,MT1,MT2,MT5",,
12617,"22,23,28A,29,32,33,39,3A,3BX,3X,50,50B,52,6B,71,73,9,9A,H1,MT5,N1B,N2,N5",,
12618,"22,23,28A,29,32,33,39,3A,3BX,3X,50,50B,52,6B,71,73,9,9A,H1,MT5,N1B,N2,N5",,
12620,"11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,32,33,39,3X,50,50B,52,6B,71,73,9,9A,H3,MT1,MT2,MT5,N2,N5",,
12621,"11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,2A,32,33,39,3X,50,50B,52,6B,7,71,73,9,9A,H3,MT1,MT2,MT5,N2,N5",,
12623,"23,32,3BX,3X,6B,9,9A,N1B,N2",,
12622,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
12624,"2A,7",,
12627,"2A,7",,
12628,2A,,
12629,"101XS,102,11,21A,21AT,22,23,25,25AX,25B,26A,28A,29,2AS,33,39,3A,3AX,3BX,50,50B,7,73,H3,MT1,MT2,MT5,N1A",,
12626,7,,
12633,"103,26,36,51A,AP1,MT1,MT4,N2",,
12635,"103,26,36,51A,AP1,MT1,MT4,N2",,
12634,"103,26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
12638,"15T,52,55",,
12639,"15T,52,55",,
12641,"102,52,55,71,73,H3,N6",,
12648,"10,102,10B,1A,28B,29,3A",,
12647,102,,
12650,"10,10B,1A,28B,29,3A",,
12646,"10,10B,1A,28B,29,3A",,
12652,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
12653,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
12666,N3,,
12672,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N3,N6",,
12671,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N3,N6",,
12677,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N6",,
12678,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N6",,
12687,N3,,
12689,H3,,
12692,N3,,
12693,H3,,
12695,"52,55",,
12696,"52,55",,
12702,"52,55",,
12720,37,,
12721,37,,
12723,37,,
12722,37,,
12725,"35,50B,51,59,MT4",,
12724,"35,50B,51,59,MT4",,
12726,"35,50B,51,59,MT4",,
12727,"35,50B,51,59,MT4",,
12730,"35,50B,51,59,MT4",,
12731,"35,50B,51,59,MT4",,
12733,"35,50B,51,59,MT4",,
12732,"35,50B,51,59,MT4",,
12736,"17S,60",,
12739,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
12741,"101,32,3X,51A,5X,61,MT4,N2",,
12742,"101,32,3X,51A,5X,61,71S,MT4,N2",,
12745,"1A,71S,H2",,
12748,"101,1A,23,26A,27,28B,8,H2,N1B",,
12747,"101,1A,23,26A,27,28B,8,H2,N1B",,
12749,"1A,H2",,
12751,71S,,
12750,"1A,71S,H2",,
12752,"101,1A,51A,61,H2,MT4",,
12758,"102,52,55,71,71S,72,73,H3",,
12757,"102,52,55,71,71S,72,73",,
12760,"102,22,23,25AX,25B,28A,29,32,39,3A,3BX,50,50B,6B,73,H1,H3,MT1,MT2,MT5,N1B,N2",,
12761,"102,22,23,25,25AX,25B,28A,29,2AS,32,39,3A,3AX,3BX,50,50B,6B,73,H1,H3,MT1,MT2,MT5,N1B,N2",,
12763,"101XS,102,11,21A,21AT,22,23,25,25AX,25B,26A,28A,29,2AS,33,39,3A,3AX,3BX,50,50B,73,H3,MT1,MT2,MT5,N1A",,
12762,"101XS,102,11,21A,21AT,22,23,25AX,25B,26A,28A,29,33,39,3A,3BX,50,50B,73,H3,MT1,MT2,MT5,N1A",,
12759,"25,2AS,3AX",,
12765,"23,28B,8,H2",,
12768,"28B,29,8,8A",,
12764,H2,,
12776,"12,23,29,39,3A,3AX,50,50B,60,65,7,8,MT1,MT2,MT5",,
12777,"29,50B,7,MT1,MT2,N1A,N2",,
12778,"29,50,50B,60,7,MT1,MT2,N1A,N2",,
12774,"50,60",,
12780,"12,23,29,39,3A,3AX,50,50B,60,65,7,8,MT1,MT2,MT5",,
12781,"12,23,29,39,3A,3AX,50B,60,65,7,8,MT1,MT2,MT5",,
12782,"17S,1A,39,50",,
12783,"17S,1A,39",,
12779,50,,
12784,29,,
12786,28C,,
12785,"28C,29",,
12787,"10,10B,22,25,25B,28A,28B,28C,29,3,32,5,6A,6B,8,H3,N2",,
12788,"10,10B,22,25,25B,28A,28B,28C,3,32,5,6A,6B,8,H3,N2",,
12791,"17,17T",,
12793,"17,17T",,
12792,"17,17T",,
12797,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
12796,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
12798,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
12801,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
12800,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
12806,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
12807,"1,10,11,18,18B,2,21A,21AT,26,5,60,61,65,6B,9",,
12811,"1,10,11,18,18B,2,21A,21AT,26,5,60,61,65,6B,9",,
12812,"26AT,55,71S,MT4,N3",,
12809,"26AT,55,71S,MT4,N3",,
12816,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
12822,"1,10,11,16S,18,2,21A,26,28B,5,55,60,61,65,6B,71S,MT4,N3",,
12826,"55,71S,MT4,N3",,
12827,"16S,28B",,
12833,"55,71S,MT4,N3",,
12836,"28C,6A,6B,H1,H2,H3",,
12837,"28C,6A,6B,H1,H2,H3",,
12838,"28C,6A,6B,H1,H2,H3",,
12846,"28C,6A,6B,H1,H2,H3",,
12845,"28C,6A,6B,H1,H2,H3",,
12848,"16,16S,25B,65,N1A",,
12849,"16,16S,25B,5X,65,N1A",,
12851,"101,1A,26,26A,28B,32,33,4,5X,8,8A,H2,N1A,N2",,
12850,"101,1A,26,26A,28B,32,33,4,8,8A,H2,N1A,N2",,
12847,5X,,
12854,"28B,29,8,8A,H2",,
12853,"28B,8,H2",,
12855,"23,28B,8",,
12852,"29,8A",,
12859,"23,27",,
12858,"23,27",,
12861,"28B,8,H2",,
12860,"28B,8,H2",,
12868,"23,27,29,8A",,
12867,"23,27,29,8A",,
12869,"27,29,8A,H2",,
12872,"23,27,3X,51A,61,8A,MT4,N1A,N1B,N2",,
12871,"23,27,3X,51A,61,8A,MT4,N1A,N1B,N2",,
12874,"17T,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
12873,"17T,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
12876,"32,51A,5X,N2",,
12877,"32,51A,5X,N2",,
12878,"4,51A",,
12879,"4,51A",,
12880,"23,27,3X,51A,61,8A,MT4,N1A,N1B,N2",,
12883,"17T,29,51A,61,9A,AP1,MT4",,
12882,"17T,29,51A,61,9A,AP1,MT4",,
12886,"26,36,51A,51B,AP1,MT1,N2,N5,N6",,
12887,"26,36,51A,51B,AP1,MT1,N2,N5,N6",,
12896,"29,8A",,
12897,"23,28B,29,8,8A",,
12899,"27,29,8A",,
12898,"23,27,28B,29,8,8A",,
12895,"23,28B,8",,
12901,"27,29,8A,H2",,
12902,"27,29,8A,H2",,
12904,"23,27,29,8A,H2",,
12903,"23,27,29,8A,H2",,
12907,71S,,
12909,"102,52,55,71,71S,73",,
12908,"102,52,55,71,73",,
12905,71S,,
12910,"10,1A,2,28B,29,34,6A,H2",,
12912,"10,12,19,1A,2,22,27,28B,29,34,6A,7,H2,MT3",,
12914,"10,12,19,1A,2,22,27,28B,29,34,6A,7,H2,MT3",,
12917,MT3,,
12919,MT3,,
12921,"10,12,19,1A,2,22,28B,29,34,6A,7,H2",,
12922,"10,12,19,1A,2,22,27,28B,29,34,6A,7,H2,MT3",,
12927,"27,MT3",,
12930,"27,MT3",,
12932,"27,MT3",,
12935,"27,MT3",,
12936,"27,MT3",,
12939,MT3,,
12941,MT3,,
12940,MT3,,
12943,27,,
12944,27,,
12945,27,,
12952,"10B,27",,
12951,10B,,
12953,MT3,,
12954,"27,MT3",,
12950,27,,
12956,"25B,35,50,51,59,H3,MT4,N5",,
12959,"25B,35,50,51,59,H3,MT4,N5",,
12965,"35,50B,51,59,701X,MT4,N5",,
12966,"35,50B,51,59,MT4",,
12967,"35,51,59,MT4,N5",,
12970,"21AT,25B,26A,26AT,30X,35,72,MT1,MT3",,
12969,"21AT,25B,26A,26AT,30X,35,72,MT1,MT3",,
12973,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,61,71S,MT4,N3",,
12974,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,61,71S,MT4,N3",,
12975,"10,1A,2,28B,29,34,6A,H2",,
12977,"10,1A,2,28B,29,34,6A,H2",,
12978,"10,1A,2,28B,29,34,6A,H2",,
12980,"17,17S,1A,23,3AX,50,60,N1A",,
12989,"16,9",,
7405,"16,9",,
12988,"16,9",,
12990,"17,17S,1A,23,3AX,50,60,N1A",,
12991,"17,17S,1A,23,3AX,50,60,N1A",,
12997,"35,51,59,MT4,N5",,
13000,"35,51,59,701X,MT4,N5",,
13001,"35,50B,51,59,701X,MT4",,
13003,"35,51,59,MT4,N5",,
13004,"35,51,59,MT4,N5",,
13011,"21AT,25B,26A,26AT,35,71S,72,MT1,MT3",,
13012,"21AT,25B,26A,26AT,35,71S,72,MT1,MT3",,
13015,"16,16S,25B,34",,
13016,27,,
13017,"27,29,9A,AP1",,
13013,"29,9A,AP1",,
13018,"51A,72",,
13019,"51A,72",,
13020,"15,21A,25,25AX,25BS,26,26A,26AT,51B,56,MT4,N3",,
13021,"15,21A,25,25AX,25BS,26,26A,26AT,51B,56,MT4,N3",,
13023,"15,21A,25,25AX,25BS,26,26A,26AT,51B,56,MT4,N3",,
13022,"15,21A,25,25AX,25BS,26,26A,26AT,51B,56,MT4,N3",,
13024,50,,
13025,50,,
13027,"12,18A,22,8",,
13028,"12,18A,19,22,8",,
13030,"17,18B,23,25,25B,5X",,
13029,"17,18B,19,23,25,25B,5X",,
13026,19,,
13032,"17T,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
13033,"17T,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
13035,"23,27,3X,51A,61,8A,MT4,N1A,N1B,N2",,
13034,"23,27,3X,51A,61,8A,MT4,N1A,N1B,N2",,
13039,"1A,71S,H2",,
13040,1A,,
13041,"71S,H2",,
13042,"71S,H2",,
13043,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
