timestamp,source,scan_id,poll_interval_sec,route,direction,station_index,staCode,busPlate,status,speed
2026-08-02T03:37:39.757Z,cloudflare_eta_collector,cloudflare_eta_20260802_40e333ed316780682887,60,H1,0,11,M147,AA2924,1,0
2026-08-02T03:41:34.760Z,cloudflare_eta_collector,cloudflare_eta_20260802_40e333ed316780682887,60,H1,0,1,M165,AA2682,0,15
2026-08-02T03:42:39.225Z,cloudflare_eta_collector,cloudflare_eta_20260802_40e333ed316780682887,60,H1,0,2,M151,AA2682,0,36
