timestamp,source,scan_id,poll_interval_sec,route,direction,station_index,staCode,busPlate,status,speed
2026-08-02T01:19:14.094Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,3,M71,AB4326,0,9
2026-08-02T01:19:14.094Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,13,M92,AB4355,1,22
2026-08-02T01:19:14.094Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,19,M244,AB5657,1,1
2026-08-02T01:19:14.094Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,23,M98,AB6214,1,2
2026-08-02T01:19:14.094Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,33,M70,AB4262,1,11
2026-08-02T01:19:14.094Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,34,M118,AB5457,0,10
2026-08-02T01:19:44.097Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,4,M155,AB4326,1,17
2026-08-02T01:19:44.097Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,13,M92,AB4355,0,11
2026-08-02T01:19:44.097Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,19,M244,AB5657,1,12
2026-08-02T01:19:44.097Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,23,M98,AB6214,1,22
2026-08-02T01:19:44.097Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,33,M70,AB4262,0,13
2026-08-02T01:19:44.097Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB5457,1,0
2026-08-02T01:20:14.082Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,4,M155,AB4326,0,16
2026-08-02T01:20:14.082Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,13,M92,AB4355,0,28
2026-08-02T01:20:14.082Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,19,M244,AB5657,0,7
2026-08-02T01:20:14.082Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,23,M98,AB6214,1,12
2026-08-02T01:20:14.082Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,33,M70,AB4262,0,13
2026-08-02T01:20:14.082Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB5457,1,0
2026-08-02T01:20:44.133Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,5,M157,AB4326,1,24
2026-08-02T01:20:44.133Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,13,M92,AB4355,0,40
2026-08-02T01:20:44.133Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,19,M244,AB5657,0,8
2026-08-02T01:20:44.133Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,23,M98,AB6214,0,23
2026-08-02T01:20:44.133Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,34,M118,AB4262,0,24
2026-08-02T01:20:44.133Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB5457,1,0
2026-08-02T01:21:14.165Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,5,M157,AB4326,1,2
2026-08-02T01:21:14.165Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,13,M92,AB4355,0,40
2026-08-02T01:21:14.165Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,20,M216,AB5657,1,30
2026-08-02T01:21:14.165Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,24,M88,AB6214,1,2
2026-08-02T01:21:14.165Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB5457,1,0
2026-08-02T01:21:14.165Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB4262,1,0
2026-08-02T01:21:44.169Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,5,M157,AB4326,0,11
2026-08-02T01:21:44.169Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,13,M92,AB4355,0,40
2026-08-02T01:21:44.169Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,20,M216,AB5657,1,1
2026-08-02T01:21:44.169Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,24,M88,AB6214,1,2
2026-08-02T01:21:44.169Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB5457,1,0
2026-08-02T01:21:44.169Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB4262,1,0
2026-08-02T01:22:14.142Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,6,M163,AB4326,1,9
2026-08-02T01:22:14.142Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,14,M104,AB4355,0,29
2026-08-02T01:22:14.142Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,20,M216,AB5657,0,28
2026-08-02T01:22:14.142Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,24,M88,AB6214,1,2
2026-08-02T01:22:14.142Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB5457,1,0
2026-08-02T01:22:14.142Z,deep_scan,20260802011913_1A-4-7-8-17-28C,30,28C,0,35,M62/3,AB4262,1,0
